,Unnamed: 0,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
945,1,2015-04-24,Champions 2015 Spring Playoffs,SK Telecom T1,CJ Entus,Win,SK Telecom T1,CJ Entus,Blue,70:36,Lulu,Ziggs,4,2,13,8.5,583,27.0,,-24,Ignite,Flash,"['Lich Bane', ""Athene's Unholy Grail"", ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Void Staff', ""Luden's Echo"", 'Greater Stealth Totem']",Lich Bane,Athene's Unholy Grail,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Void Staff,Luden's Echo
946,2,2015-04-24,Champions 2015 Spring Playoffs,SK Telecom T1,CJ Entus,Win,CJ Entus,SK Telecom T1,Red,30:07,Lulu,Ryze,5,0,5,10.0,271,12.9,,57,Ignite,Flash,"[""Doran's Ring"", ""Athene's Unholy Grail"", ""Doran's Ring"", ""Rabadon's Deathcap"", ""Sorcerer's Shoes"", 'Lich Bane', 'Greater Stealth Totem']",Doran's Ring,Athene's Unholy Grail,Doran's Ring,Rabadon's Deathcap,Sorcerer's Shoes,Lich Bane
947,3,2015-04-24,Champions 2015 Spring Playoffs,SK Telecom T1,CJ Entus,Loss,SK Telecom T1,CJ Entus,Blue,30:48,Xerath,Vladimir,1,2,0,0.5,262,9.7,,-26,Heal,Flash,"[""Doran's Ring"", ""Sorcerer's Shoes - Homeguard"", 'Morellonomicon', ""Rabadon's Deathcap"", ""Mejai's Soulstealer"", 'EmptyIcon', 'Greater Stealth Totem']",Doran's Ring,Sorcerer's Shoes - Homeguard,Morellonomicon,Rabadon's Deathcap,Mejai's Soulstealer,EmptyIcon
948,0,2015-04-11,Champions 2015 Spring,SK Telecom T1,GE Tigers,Win,SK Telecom T1,GE Tigers,Blue,46:46,Cassiopeia,Azir,7,4,4,2.75,388,18.0,,-4,Ghost,Flash,"[""Seraph's Embrace"", ""Rylai's Crystal Scepter"", ""Mercury's Treads - Distortion"", 'Abyssal Scepter', ""Liandry's Torment"", 'Void Staff', 'Sweeping Lens']",Seraph's Embrace,Rylai's Crystal Scepter,Mercury's Treads - Distortion,Abyssal Scepter,Liandry's Torment,Void Staff
949,1,2015-04-11,Champions 2015 Spring,SK Telecom T1,GE Tigers,Win,GE Tigers,SK Telecom T1,Red,32:07,Lulu,Azir,2,1,13,15.0,297,13.0,,15,Ignite,Flash,"[""Doran's Ring"", ""Athene's Unholy Grail"", ""Sorcerer's Shoes"", ""Rabadon's Deathcap"", 'Void Staff', 'Needlessly Large Rod', 'Sweeping Lens']",Doran's Ring,Athene's Unholy Grail,Sorcerer's Shoes,Rabadon's Deathcap,Void Staff,Needlessly Large Rod
950,2,2015-03-28,Champions 2015 Spring,SK Telecom T1,Jin Air Green Wings,Win,Jin Air Green Wings,SK Telecom T1,Red,40:02,Vladimir,Karthus,3,5,8,2.2,361,16.0,,37,Ghost,Flash,"[""Zhonya's Hourglass"", 'Will of the Ancients', 'Spirit Visage', 'Void Staff', ""Sorcerer's Shoes - Distortion"", 'Blasting Wand', 'Greater Stealth Totem']",Zhonya's Hourglass,Will of the Ancients,Spirit Visage,Void Staff,Sorcerer's Shoes - Distortion,Blasting Wand
951,3,2015-03-28,Champions 2015 Spring,SK Telecom T1,Jin Air Green Wings,Win,SK Telecom T1,Jin Air Green Wings,Blue,41:21,Anivia,Lissandra,2,1,8,10.0,428,17.0,,75,Ignite,Flash,"[""Seraph's Embrace"", ""Liandry's Torment"", ""Rabadon's Deathcap"", 'Rod of Ages', 'Ionian Boots of Lucidity - Homeguard', 'Void Staff', 'Sweeping Lens']",Seraph's Embrace,Liandry's Torment,Rabadon's Deathcap,Rod of Ages,Ionian Boots of Lucidity - Homeguard,Void Staff
952,4,2015-03-20,Champions 2015 Spring,SK Telecom T1,Incredible Miracle,Win,Incredible Miracle,SK Telecom T1,Red,38:15,Viktor,Cassiopeia,11,3,9,6.67,386,19.0,,103,Cleanse,Flash,"['Perfect Hex Core', 'Void Staff', 'Abyssal Scepter', ""Sorcerer's Shoes - Homeguard"", 'Morellonomicon', ""Rabadon's Deathcap"", ""Oracle's Lens""]",Perfect Hex Core,Void Staff,Abyssal Scepter,Sorcerer's Shoes - Homeguard,Morellonomicon,Rabadon's Deathcap
953,5,2015-03-20,Champions 2015 Spring,SK Telecom T1,Incredible Miracle,Win,SK Telecom T1,Incredible Miracle,Blue,33:01,Diana,Ezreal,6,0,3,9.0,340,16.0,,30,Ignite,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Sheen', 'Amplifying Tome', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Sheen,Amplifying Tome
954,6,2015-03-06,Champions 2015 Spring,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,37:36,Viktor,Ahri,10,0,6,16.0,360,18.0,,33,Ignite,Flash,"[""Zhonya's Hourglass"", ""Rabadon's Deathcap"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", 'Blasting Wand', 'Perfect Hex Core', 'Sweeping Lens']",Zhonya's Hourglass,Rabadon's Deathcap,Morellonomicon,Sorcerer's Shoes - Homeguard,Blasting Wand,Perfect Hex Core
955,7,2015-02-25,Champions 2015 Spring,SK Telecom T1,NaJin e-mFire,Win,SK Telecom T1,NaJin e-mFire,Blue,35:39,Ahri,Lulu,9,1,3,12.0,316,16.0,,55,Ignite,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Rabadon's Deathcap"", 'Void Staff', ""Sorcerer's Shoes"", 'Negatron Cloak', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Rabadon's Deathcap,Void Staff,Sorcerer's Shoes,Negatron Cloak
956,8,2015-02-25,Champions 2015 Spring,SK Telecom T1,NaJin e-mFire,Loss,NaJin e-mFire,SK Telecom T1,Red,38:31,Lulu,Xerath,3,6,8,1.83,311,14.0,,33,Ignite,Flash,"[""Doran's Ring"", ""Athene's Unholy Grail"", ""Rabadon's Deathcap"", ""Sorcerer's Shoes - Homeguard"", 'Void Staff', 'Needlessly Large Rod', 'Sweeping Lens']",Doran's Ring,Athene's Unholy Grail,Rabadon's Deathcap,Sorcerer's Shoes - Homeguard,Void Staff,Needlessly Large Rod
957,9,2015-02-25,Champions 2015 Spring,SK Telecom T1,NaJin e-mFire,Win,SK Telecom T1,NaJin e-mFire,Blue,36:25,Ezreal,Lulu,4,2,6,5.0,357,16.0,,62,Heal,Flash,"['Muramana', ""Doran's Blade"", 'The Bloodthirster', 'Trinity Force (0.9.25.21 - 10.22)', 'Last Whisper', 'Ionian Boots of Lucidity - Furor', 'Sweeping Lens']",Muramana,Doran's Blade,The Bloodthirster,Trinity Force (0.9.25.21 - 10.22),Last Whisper,Ionian Boots of Lucidity - Furor
958,10,2015-02-14,Champions 2015 Spring,SK Telecom T1,GE Tigers,Loss,GE Tigers,SK Telecom T1,Red,48:41,Azir,Kassadin,3,6,8,1.83,420,18.0,,73,Barrier,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", ""Nashor's Tooth"", ""Rabadon's Deathcap"", 'Void Staff', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Nashor's Tooth,Rabadon's Deathcap,Void Staff
959,11,2015-02-14,Champions 2015 Spring,SK Telecom T1,GE Tigers,Win,GE Tigers,SK Telecom T1,Red,37:19,LeBlanc,Kassadin,8,0,5,13.0,348,18.0,,82,Ignite,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Void Staff', 'Abyssal Scepter', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Void Staff,Abyssal Scepter
960,12,2015-02-14,Champions 2015 Spring,SK Telecom T1,GE Tigers,Loss,SK Telecom T1,GE Tigers,Blue,42:38,Ezreal,Xerath,7,4,4,2.75,401,17.0,,13,Cleanse,Flash,"['Muramana', 'Quicksilver Sash', 'Trinity Force (0.9.25.21 - 10.22)', 'Ionian Boots of Lucidity - Furor', 'Last Whisper', 'The Bloodthirster', 'Scrying Orb']",Muramana,Quicksilver Sash,Trinity Force (0.9.25.21 - 10.22),Ionian Boots of Lucidity - Furor,Last Whisper,The Bloodthirster
961,13,2015-02-04,Champions 2015 Spring,SK Telecom T1,Samsung Galaxy,Win,SK Telecom T1,Samsung Galaxy,Blue,32:03,Ezreal,Morgana,7,0,6,13.0,311,14.0,,56,Cleanse,Flash,"['Muramana', 'Trinity Force (0.9.25.21 - 10.22)', 'B. F. Sword', 'Ionian Boots of Lucidity - Distortion', 'Last Whisper', 'Vampiric Scepter', 'Sweeping Lens']",Muramana,Trinity Force (0.9.25.21 - 10.22),B. F. Sword,Ionian Boots of Lucidity - Distortion,Last Whisper,Vampiric Scepter
962,14,2015-01-31,Champions 2015 Spring,SK Telecom T1,Jin Air Green Wings,Loss,SK Telecom T1,Jin Air Green Wings,Blue,45:55,Xerath,Ahri,2,4,4,1.5,384,16.0,,30,Heal,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Void Staff', 'Haunting Guise', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Void Staff,Haunting Guise
963,15,2015-01-23,Champions 2015 Spring,SK Telecom T1,Incredible Miracle,Win,SK Telecom T1,Incredible Miracle,Blue,28:26,Ezreal,Ahri,12,1,3,15.0,274,14.0,,40,Cleanse,Flash,"['Muramana', ""Doran's Blade"", 'Ionian Boots of Lucidity - Distortion', 'Trinity Force (0.9.25.21 - 10.22)', 'The Bloodthirster', 'Pickaxe', 'Sweeping Lens']",Muramana,Doran's Blade,Ionian Boots of Lucidity - Distortion,Trinity Force (0.9.25.21 - 10.22),The Bloodthirster,Pickaxe
964,16,2015-01-16,Champions 2015 Spring,SK Telecom T1,KT Rolster,Win,SK Telecom T1,KT Rolster,Blue,38:54,Syndra,LeBlanc,6,4,5,2.75,340,16.0,,89,Ignite,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Void Staff', 'Amplifying Tome', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Void Staff,Amplifying Tome
965,17,2015-01-10,Champions 2015 Spring,SK Telecom T1,CJ Entus,Loss,CJ Entus,SK Telecom T1,Red,30:48,Ahri,Ezreal,0,4,1,0.25,264,10.0,,-12,Ignite,Flash,"['Deathfire Grasp', ""Doran's Ring"", ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Stealth Ward (1.0.0.52 - 5.22)', 'Amplifying Tome', 'Sweeping Lens']",Deathfire Grasp,Doran's Ring,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Stealth Ward (1.0.0.52 - 5.22),Amplifying Tome
966,18,2015-01-07,Champions 2015 Spring,SK Telecom T1,NaJin e-mFire,Win,NaJin e-mFire,SK Telecom T1,Red,30:02,LeBlanc,Ahri,10,2,6,8.0,233,13.4,,58,Ignite,Flash,"['Deathfire Grasp', ""Doran's Ring"", ""Sorcerer's Shoes"", 'Morellonomicon', ""Rabadon's Deathcap"", 'EmptyIcon', 'Sweeping Lens']",Deathfire Grasp,Doran's Ring,Sorcerer's Shoes,Morellonomicon,Rabadon's Deathcap,EmptyIcon
967,19,2015-01-07,Champions 2015 Spring,SK Telecom T1,NaJin e-mFire,Loss,NaJin e-mFire,SK Telecom T1,Red,32:43,Xerath,Zed,2,4,3,1.25,302,11.9,,39,Exhaust,Flash,"[""Zhonya's Hourglass"", ""Doran's Ring"", ""Rabadon's Deathcap"", 'Morellonomicon', ""Sorcerer's Shoes"", 'Amplifying Tome', 'Sweeping Lens']",Zhonya's Hourglass,Doran's Ring,Rabadon's Deathcap,Morellonomicon,Sorcerer's Shoes,Amplifying Tome
968,0,2014-12-20,Champions 2015 Spring Preseason,SK Telecom T1,Incredible Miracle,Win,Incredible Miracle,SK Telecom T1,Red,28:00,Ezreal,Kassadin,4,1,7,11.0,212,,,18,Heal,Flash,"['Trinity Force (0.9.25.21 - 10.22)', 'Muramana', 'Ionian Boots of Lucidity', ""Doran's Blade"", ""Doran's Blade"", 'Long Sword', 'Sweeping Lens']",Trinity Force (0.9.25.21 - 10.22),Muramana,Ionian Boots of Lucidity,Doran's Blade,Doran's Blade,Long Sword
969,1,2014-12-17,Champions 2015 Spring Preseason,SK Telecom T1,Samsung Galaxy,Win,SK Telecom T1,Samsung Galaxy,Blue,35:29,LeBlanc,Fizz,5,3,3,2.67,292,,,99,Ignite,Flash,"[""Rabadon's Deathcap"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes - Homeguard"", ""Mejai's Soulstealer"", 'EmptyIcon', 'Sweeping Lens']",Rabadon's Deathcap,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes - Homeguard,Mejai's Soulstealer,EmptyIcon
970,2,2014-12-11,Champions 2015 Spring Preseason,SK Telecom T1,NaJin e-mFire,Win,NaJin e-mFire,SK Telecom T1,Red,35:13,Lissandra,Zed,6,4,13,4.75,313,,,50,Ignite,Flash,"[""Zhonya's Hourglass"", ""Rabadon's Deathcap"", 'Void Staff', 'Morellonomicon', 'Ionian Boots of Lucidity', ""Doran's Ring"", 'Sweeping Lens']",Zhonya's Hourglass,Rabadon's Deathcap,Void Staff,Morellonomicon,Ionian Boots of Lucidity,Doran's Ring
971,3,2014-12-03,Champions 2015 Spring Preseason,SK Telecom T1,HUYA Tigers,Win,HUYA Tigers,SK Telecom T1,Red,37:17,Lissandra,LeBlanc,4,1,10,14.0,371,,,121,Ignite,Flash,"[""Zhonya's Hourglass"", ""Rabadon's Deathcap"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes - Homeguard"", 'Haunting Guise', 'Sweeping Lens']",Zhonya's Hourglass,Rabadon's Deathcap,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes - Homeguard,Haunting Guise
972,4,2014-12-03,Champions 2015 Spring Preseason,SK Telecom T1,HUYA Tigers,Win,SK Telecom T1,HUYA Tigers,Blue,32:07,Ezreal,LeBlanc,7,1,5,12.0,271,,,43,Heal,Flash,"['Trinity Force (0.9.25.21 - 10.22)', 'Last Whisper', 'Muramana', 'Ionian Boots of Lucidity', 'Vampiric Scepter', ""Doran's Blade"", 'Sweeping Lens']",Trinity Force (0.9.25.21 - 10.22),Last Whisper,Muramana,Ionian Boots of Lucidity,Vampiric Scepter,Doran's Blade
973,0,2014-08-30,Korea Regional Finals 2014,SK Telecom T1 K,NaJin White Shield,Loss,NaJin White Shield,SK Telecom T1 K,Red,51:29,Xerath,Orianna,1,1,0,1.0,497,,,-1,Heal,Flash,"[""Rabadon's Deathcap"", ""Zhonya's Hourglass"", ""Liandry's Torment"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes - Homeguard"", 'Sweeping Lens']",Rabadon's Deathcap,Zhonya's Hourglass,Liandry's Torment,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes - Homeguard
974,1,2014-08-30,Korea Regional Finals 2014,SK Telecom T1 K,NaJin White Shield,Win,SK Telecom T1 K,NaJin White Shield,Blue,26:41,Xerath,Ahri,3,0,7,10.0,205,,,-9,Heal,Flash,"[""Rabadon's Deathcap"", ""Athene's Unholy Grail"", ""Sorcerer's Shoes"", 'Blasting Wand', ""Doran's Ring"", 'Vision Ward', 'Sweeping Lens']",Rabadon's Deathcap,Athene's Unholy Grail,Sorcerer's Shoes,Blasting Wand,Doran's Ring,Vision Ward
975,2,2014-08-30,Korea Regional Finals 2014,SK Telecom T1 K,NaJin White Shield,Loss,NaJin White Shield,SK Telecom T1 K,Red,32:42,Kassadin,Orianna,3,3,4,2.33,238,,,20,Ignite,Flash,"['Rod of Ages', ""Seraph's Embrace"", 'Needlessly Large Rod', ""Sorcerer's Shoes - Homeguard"", 'EmptyIcon', 'EmptyIcon', 'Sweeping Lens']",Rod of Ages,Seraph's Embrace,Needlessly Large Rod,Sorcerer's Shoes - Homeguard,EmptyIcon,EmptyIcon
976,3,2014-08-30,Korea Regional Finals 2014,SK Telecom T1 K,NaJin White Shield,Loss,SK Telecom T1 K,NaJin White Shield,Blue,54:31,Orianna,Ahri,5,2,5,5.0,455,,,90,Ignite,Flash,"[""Rabadon's Deathcap"", ""Zhonya's Hourglass"", ""Banshee's Veil"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes - Homeguard"", 'Sweeping Lens']",Rabadon's Deathcap,Zhonya's Hourglass,Banshee's Veil,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes - Homeguard
977,4,2014-08-27,Korea Regional Finals 2014,SK Telecom T1 K,Samsung White,Loss,Samsung White,SK Telecom T1 K,Red,43:36,Zilean,Yasuo,8,5,9,3.4,359,17.3,,-9,Ignite,Flash,"[""Rabadon's Deathcap"", ""Liandry's Torment"", ""Seraph's Embrace"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes - Homeguard"", 'Sweeping Lens']",Rabadon's Deathcap,Liandry's Torment,Seraph's Embrace,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes - Homeguard
978,5,2014-08-27,Korea Regional Finals 2014,SK Telecom T1 K,Samsung White,Loss,SK Telecom T1 K,Samsung White,Blue,35:48,Kassadin,Talon,4,3,3,2.33,286,12.0,,-16,Ignite,Flash,"[""Zhonya's Hourglass"", 'Rod of Ages', ""Athene's Unholy Grail"", ""Sorcerer's Shoes"", 'Vision Ward', 'EmptyIcon', 'Sweeping Lens']",Zhonya's Hourglass,Rod of Ages,Athene's Unholy Grail,Sorcerer's Shoes,Vision Ward,EmptyIcon
979,6,2014-08-27,Korea Regional Finals 2014,SK Telecom T1 K,Samsung White,Loss,Samsung White,SK Telecom T1 K,Red,30:19,Talon,Jayce,7,8,2,1.12,170,10.1,,-36,Ignite,Flash,"[""Youmuu's Ghostblade"", 'Last Whisper', 'The Brutalizer', 'Boots of Mobility - Homeguard', 'EmptyIcon', 'EmptyIcon', 'Sweeping Lens']",Youmuu's Ghostblade,Last Whisper,The Brutalizer,Boots of Mobility - Homeguard,EmptyIcon,EmptyIcon
980,0,2014-08-09,NLB 2014 Summer,SK Telecom T1 K,NaJin Black Sword,Win,SK Telecom T1 K,NaJin Black Sword,Blue,35:44,Zed,Orianna,5,2,4,4.5,332,,,-3,Ignite,Flash,"['Blade of the Ruined King', 'The Black Cleaver', 'Last Whisper', 'Boots of Mobility - Homeguard', 'Sword of the Occult', 'Negatron Cloak', 'Sweeping Lens']",Blade of the Ruined King,The Black Cleaver,Last Whisper,Boots of Mobility - Homeguard,Sword of the Occult,Negatron Cloak
981,1,2014-08-09,NLB 2014 Summer,SK Telecom T1 K,NaJin Black Sword,Win,NaJin Black Sword,SK Telecom T1 K,Red,36:43,Orianna,Syndra,6,3,16,7.33,340,,,53,Barrier,Flash,"[""Rabadon's Deathcap"", ""Zhonya's Hourglass"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes - Homeguard"", ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Zhonya's Hourglass,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes - Homeguard,Doran's Ring
982,2,2014-08-09,NLB 2014 Summer,SK Telecom T1 K,NaJin Black Sword,Win,SK Telecom T1 K,NaJin Black Sword,Blue,30:25,Yasuo,Orianna,11,2,10,10.5,268,,,27,Exhaust,Flash,"['Infinity Edge', 'The Bloodthirster', 'Statikk Shiv', ""Mercury's Treads - Homeguard"", 'Hexdrinker', ""Doran's Blade"", 'Sweeping Lens']",Infinity Edge,The Bloodthirster,Statikk Shiv,Mercury's Treads - Homeguard,Hexdrinker,Doran's Blade
983,3,2014-08-05,NLB 2014 Summer,SK Telecom T1 K,Jin Air Green Wings Stealths,Win,Jin Air Green Wings Stealths,SK Telecom T1 K,Red,35:45,Kassadin,Yasuo,10,1,6,16.0,281,,,56,Ignite,Flash,"[""Zhonya's Hourglass"", 'Iceborn Gauntlet', 'Rod of Ages', 'Haunting Guise', ""Sorcerer's Shoes"", 'Blasting Wand', 'Sweeping Lens']",Zhonya's Hourglass,Iceborn Gauntlet,Rod of Ages,Haunting Guise,Sorcerer's Shoes,Blasting Wand
984,4,2014-08-05,NLB 2014 Summer,SK Telecom T1 K,Jin Air Green Wings Stealths,Loss,SK Telecom T1 K,Jin Air Green Wings Stealths,Blue,41:06,Kog'Maw,Yasuo,5,3,1,2.0,363,,,-7,Ghost,Flash,"[""Zhonya's Hourglass"", ""Seraph's Embrace"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes - Distortion"", ""Doran's Ring"", 'Sweeping Lens']",Zhonya's Hourglass,Seraph's Embrace,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes - Distortion,Doran's Ring
985,5,2014-08-05,NLB 2014 Summer,SK Telecom T1 K,Jin Air Green Wings Stealths,Loss,Jin Air Green Wings Stealths,SK Telecom T1 K,Red,34:11,Ryze,Yasuo,2,6,5,1.17,279,,,47,Ghost,Flash,"['Rod of Ages', ""Seraph's Embrace"", 'Frozen Heart', ""Sorcerer's Shoes"", 'Blasting Wand', 'Stealth Ward', 'Sweeping Lens']",Rod of Ages,Seraph's Embrace,Frozen Heart,Sorcerer's Shoes,Blasting Wand,Stealth Ward
986,6,2014-08-05,NLB 2014 Summer,SK Telecom T1 K,Jin Air Green Wings Stealths,Win,SK Telecom T1 K,Jin Air Green Wings Stealths,Blue,32:52,Yasuo,Ryze,7,3,8,5.0,298,,,49,Exhaust,Flash,"['Infinity Edge', 'Blade of the Ruined King', 'Statikk Shiv', ""Mercury's Treads"", 'Negatron Cloak', ""Doran's Blade"", 'Sweeping Lens']",Infinity Edge,Blade of the Ruined King,Statikk Shiv,Mercury's Treads,Negatron Cloak,Doran's Blade
987,7,2014-08-05,NLB 2014 Summer,SK Telecom T1 K,Jin Air Green Wings Stealths,Win,Jin Air Green Wings Stealths,SK Telecom T1 K,Red,46:43,Kog'Maw,Lulu,5,0,2,7.0,490,,,85,Ghost,Flash,"[""Rabadon's Deathcap"", ""Liandry's Torment"", ""Seraph's Embrace"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes - Distortion"", 'Sweeping Lens']",Rabadon's Deathcap,Liandry's Torment,Seraph's Embrace,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes - Distortion
988,8,2014-08-02,NLB 2014 Summer,SK Telecom T1 K,CJ Entus Frost,Win,SK Telecom T1 K,CJ Entus Frost,Blue,30:28,Ryze,Xerath,5,1,13,18.0,255,,,35,Ghost,Flash,"['Rod of Ages', ""Seraph's Embrace"", 'Frozen Heart', ""Spectre's Cowl"", ""Sorcerer's Shoes"", 'Kindlegem', 'Sweeping Lens']",Rod of Ages,Seraph's Embrace,Frozen Heart,Spectre's Cowl,Sorcerer's Shoes,Kindlegem
989,9,2014-08-02,NLB 2014 Summer,SK Telecom T1 K,CJ Entus Frost,Win,CJ Entus Frost,SK Telecom T1 K,Red,44:57,Kog'Maw,Ziggs,5,1,6,11.0,489,,,81,Ghost,Flash,"[""Rabadon's Deathcap"", ""Rylai's Crystal Scepter"", ""Seraph's Embrace"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes - Distortion"", 'Sweeping Lens']",Rabadon's Deathcap,Rylai's Crystal Scepter,Seraph's Embrace,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes - Distortion
990,0,2014-07-23,Champions 2014 Summer,SK Telecom T1 K,Samsung White,Loss,SK Telecom T1 K,Samsung White,Blue,31:55,Xerath,Orianna,3,4,2,1.25,338,12.2,,3,Heal,Flash,"[""Rabadon's Deathcap"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes - Homeguard"", ""Doran's Ring"", 'EmptyIcon', 'Sweeping Lens']",Rabadon's Deathcap,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes - Homeguard,Doran's Ring,EmptyIcon
991,1,2014-07-23,Champions 2014 Summer,SK Telecom T1 K,Samsung White,Loss,Samsung White,SK Telecom T1 K,Red,32:10,Ziggs,Orianna,1,1,0,1.0,329,10.8,,20,Heal,Flash,"[""Rabadon's Deathcap"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes"", ""Doran's Ring"", 'EmptyIcon', 'Sweeping Lens']",Rabadon's Deathcap,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes,Doran's Ring,EmptyIcon
992,2,2014-07-23,Champions 2014 Summer,SK Telecom T1 K,Samsung White,Loss,SK Telecom T1 K,Samsung White,Blue,40:11,Orianna,Ziggs,5,4,5,2.5,351,15.1,,-67,Ignite,Flash,"[""Rabadon's Deathcap"", ""Zhonya's Hourglass"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes - Homeguard"", ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Zhonya's Hourglass,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes - Homeguard,Doran's Ring
993,3,2014-07-23,Champions 2014 Summer,SK Telecom T1 K,Samsung White,Win,Samsung White,SK Telecom T1 K,Red,32:46,Zilean,Ziggs,4,1,9,13.0,284,14.1,,12,Ignite,Flash,"[""Seraph's Embrace"", ""Athene's Unholy Grail"", ""Doran's Ring"", 'Ionian Boots of Lucidity - Homeguard', ""Mejai's Soulstealer"", ""Rabadon's Deathcap"", 'Sweeping Lens']",Seraph's Embrace,Athene's Unholy Grail,Doran's Ring,Ionian Boots of Lucidity - Homeguard,Mejai's Soulstealer,Rabadon's Deathcap
994,4,2014-07-11,Champions 2014 Summer,SK Telecom T1 K,Incredible Miracle 1,Loss,Incredible Miracle 1,SK Telecom T1 K,Red,40:51,Karma,Orianna,2,5,7,1.8,298,,,-87,Ignite,Flash,"[""Rabadon's Deathcap"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes - Homeguard"", 'Haunting Guise', ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes - Homeguard,Haunting Guise,Doran's Ring
995,5,2014-07-11,Champions 2014 Summer,SK Telecom T1 K,Incredible Miracle 1,Win,SK Telecom T1 K,Incredible Miracle 1,Blue,29:13,Xerath,Orianna,9,1,5,14.0,328,,,102,Heal,Flash,"[""Rabadon's Deathcap"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes"", ""Doran's Ring"", 'EmptyIcon', 'Sweeping Lens']",Rabadon's Deathcap,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes,Doran's Ring,EmptyIcon
996,6,2014-06-27,Champions 2014 Summer,SK Telecom T1 K,Samsung Blue,Loss,Samsung Blue,SK Telecom T1 K,Red,43:37,Orianna,Twisted Fate,4,4,7,2.75,389,,,6,Ignite,Flash,"[""Rabadon's Deathcap"", ""Zhonya's Hourglass"", ""Athene's Unholy Grail"", 'Void Staff', ""Sorcerer's Shoes - Homeguard"", 'Negatron Cloak', 'Sweeping Lens']",Rabadon's Deathcap,Zhonya's Hourglass,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes - Homeguard,Negatron Cloak
